capsule_calcium_lactate_mol_m3,spore_density_rel,active_density_rel,lactate_mol_m3,oxygen_mol_m3,calcium_mol_m3,inorganic_carbon_mol_m3,hydrated_carbon_mol_m3,portlandite_mol_m3,calcite_mol_m3,csh_volume_fraction,biomass_carbon_mol_m3,ammonium_mol_m3,solid_fraction,healing_ratio,aperture_mm,porosity,permeability_ratio,transmissivity_ratio,sorptivity_ratio,x_mm,y_mm,time_d
701.7542804374885,0.08771928505468607,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,42.85714285714286,0.15,0.0
467.23539891217894,0.058404424864022364,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,50.0,0.15,0.0
0.028442822071531194,3.555352758941399e-06,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,57.142857142857146,0.15,0.0
5.003277406309891e-12,6.254096757887364e-16,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,64.28571428571429,0.15,0.0
4.0073526731399415e-11,5.009190841424927e-15,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,71.42857142857143,0.15,0.0
0.08939854286593257,1.1174817858241572e-05,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,78.57142857142857,0.15,0.0
577.1943564962137,0.0721492945620267,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,85.71428571428572,0.15,0.0
1363.9013411109734,0.17048766763887166,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,92.85714285714286,0.15,0.0
7.987149853152449,0.000998393731644056,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,100.0,0.15,0.0
2.6823006282503007e-06,3.352875785312876e-10,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,0.0,0.22499999999999998,0.0
55.120818980290814,0.006890102372536352,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,7.142857142857143,0.22499999999999998,0.0
3271.2356119548044,0.40890445149435056,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,14.285714285714286,0.22499999999999998,0.0
4162.728847624092,0.5203411059530115,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,21.42857142857143,0.22499999999999998,0.0
707.9273999821418,0.08849092499776771,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,28.571428571428573,0.22499999999999998,0.0
21.931997387315107,0.002741499673414388,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,35.714285714285715,0.22499999999999998,0.0
3914.0711060056483,0.489258888250706,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,42.85714285714286,0.22499999999999998,0.0
2606.029810669733,0.3257537263337166,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,50.0,0.22499999999999998,0.0
0.15864132381784168,1.983016547723021e-05,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,57.142857142857146,0.22499999999999998,0.0
2.7906040728614933e-11,3.4882550910768666e-15,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,64.28571428571429,0.22499999999999998,0.0
2.2351218577115572e-10,2.7939023221394464e-14,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,71.42857142857143,0.22499999999999998,0.0
0.4986250066803835,6.232812583504794e-05,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,78.57142857142857,0.22499999999999998,0.0
3212.056270558271,0.40150703381978387,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,85.71428571428572,0.22499999999999998,0.0
110.60050139953088,0.01382506267494136,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,92.85714285714286,0.22499999999999998,0.0
0.30017026975564254,3.7521283719455314e-05,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,100.0,0.22499999999999998,0.0
3.135927142659477e-06,3.919908928324346e-10,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,0.0,0.3,0.0
64.44276623782817,0.008055345779728522,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,7.142857142857143,0.3,0.0
3824.461895702952,0.478057736962869,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,14.285714285714286,0.3,0.0
4866.723082159254,0.6083403852699067,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,21.42857142857143,0.3,0.0
827.6509818679393,0.10345637273349241,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,28.571428571428573,0.3,0.0
25.641102706851488,0.0032051378383564358,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,35.714285714285715,0.3,0.0
4576.012729650281,0.572001591206285,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,42.85714285714286,0.3,0.0
3046.7575229216077,0.38084469036520097,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,50.0,0.3,0.0
0.18547049800018822,2.318381225002353e-05,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,57.142857142857146,0.3,0.0
3.2625466975381194e-11,4.078183371922649e-15,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,64.28571428571429,0.3,0.0
2.6131221932872015e-10,3.266402741609002e-14,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,71.42857142857143,0.3,0.0
0.5829516927981718,7.286896159977148e-05,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,78.57142857142857,0.3,0.0
3755.2169246844182,0.4694021155855523,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,85.71428571428572,0.3,0.0
70.25069446700157,0.008781336808375196,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,92.85714285714286,0.3,0.0
0.0023683051554826418,2.9603814443533024e-07,0.0,0.0,0.02,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.18,1.0,1.0,1.0,100.0,0.3,0.0
9.609292694470876e-11,3.08178793957319e-15,1.4839798695278016e-14,86.00440206526285,0.2085650096039464,42.30962360201105,0.0009628386972299942,0.0009628386661717452,4999.996604446231,0.07040508537463389,2.024660096913112e-16,1.4172387305202638e-13,0.0,2.600231269347279e-06,2.600231269347279e-06,0.2999992199306192,0.1799995319583715,0.9999910577714106,0.9999921993264757,0.9999955288757099,0.0,0.0,7.0
0.001974693207621828,7.192015098967324e-08,3.4052472958045054e-07,274.66499984656514,0.12097182154223182,133.77506381793512,6.756493521309627e-05,6.756491967597297e-05,4999.999032249185,0.0315073680754814,4.160641858081555e-09,6.6709619573454625e-06,0.0,1.167804478697159e-06,1.167804478697159e-06,0.2999996496586564,0.17999978979519382,0.9999959838979992,0.9999964965906553,0.9999979919469835,7.142857142857143,0.0,7.0
0.11719141447748724,7.569024139822816e-06,1.4805613128499364e-05,505.74805199617424,0.04784120673422863,242.58882278293237,8.745211929617361e-05,8.745208638517235e-05,4999.999579411377,0.017821534524149266,2.4692013047942376e-07,0.00021797145867272094,0.0,9.051128034554663e-07,9.051128034554663e-07,0.29999972846615897,0.17999983707969539,0.9999968872986484,0.9999972846640472,0.9999984436481131,14.285714285714286,0.0,7.0
0.1491289957704367,1.2596980102656243e-05,1.4257985842804981e-05,600.7025287067016,0.02920210621062329,289.4198812347905,5.931223738343215e-05,5.9312214864096605e-05,4999.9996748820695,0.009145795903085972,3.142120202071265e-07,0.0001394408068388613,0.0,6.519885368021728e-07,6.519885368021728e-07,0.29999980440343893,0.17999988264206337,0.9999977577974163,0.9999980440356648,0.9999988788980797,21.42857142857143,0.0,7.0
0.025361368972655996,2.147479108589102e-06,2.3784854619711197e-06,521.1548640011745,0.031220747923727317,257.1387056029355,3.061528687318277e-05,3.061527524486081e-05,4999.999555126054,0.003936634780689078,5.343593269000124e-08,2.0153412726468895e-05,0.0,1.9882544251706755e-07,1.9882544251706755e-07,0.2999999403523672,0.17999996421142034,0.9999993162346299,0.9999994035237909,0.9999996581172566,28.571428571428573,0.0,7.0
0.0007857097748456301,6.562136329005952e-08,7.469884615867321e-08,495.67333201130134,0.03454447196940026,246.8495353455843,1.7768868680049215e-05,1.776886193091058e-05,4999.999495207207,0.0018723338285201745,1.6554758809666154e-09,6.323020270627907e-07,0.0,7.080532409562191e-08,7.080532409562191e-08,0.2999999787584028,0.17999998725504165,0.9999997564987856,0.9999997875840428,0.9999998782493854,35.714285714285715,0.0,7.0
0.1402208778853935,1.3468480350409152e-05,1.1135802145074628e-05,569.5776773108606,0.021935370548652442,279.0782555668229,4.409637028371381e-05,4.4096353534595546e-05,4999.99968711862,0.002213939417008651,2.95442781519222e-07,7.579666451923931e-05,0.0,3.7720895607132647e-07,3.7720895607132647e-07,0.29999988683731316,0.1799999321023879,0.999998702769835,0.9999988683735587,0.9999993513847072,42.85714285714286,0.0,7.0
0.09336053892503952,8.58668777457069e-06,7.86796780848216e-06,494.92858597948464,0.028174015996809892,245.20304351993994,4.8284577114918944e-05,4.8284558774994374e-05,4999.999624999183,0.0015164841897977789,1.9670891895778482e-07,5.659108312429707e-05,0.0,2.5271637336954547e-07,2.5271637336954547e-07,0.299999924185088,0.17999995451105277,0.999999130902513,0.9999992418510715,0.9999995654511621,50.0,0.0,7.0
5.683296264216295e-06,4.231371937625345e-10,6.000597254073581e-10,348.58741502957406,0.05388606730809245,180.0616927158231,2.2844472352457116e-05,2.2844463675444184e-05,4999.999449528996,0.00031539242420207663,1.1974599516273419e-11,5.254061988224616e-09,0.0,1.166018493969001e-08,1.166018493969001e-08,0.29999999650194453,0.1799999979011667,0.9999999599003402,0.9999999650194457,0.9999999799501699,57.142857142857146,0.0,7.0
9.997287793949159e-16,6.924426244030088e-20,1.1055961619099007e-19,293.1380832776726,0.06241935308709737,156.20992067480876,2.516434588141023e-05,2.516433632324004e-05,4999.999422969269,0.00014596709822781804,2.1064099426809942e-21,9.069218577422566e-19,0.0,5.390920429381369e-09,5.390920429381369e-09,0.2999999983827239,0.17999999902963432,0.9999999814604937,0.999999983827239,0.9999999907302468,64.28571428571429,0.0,7.0
8.007283272812424e-15,5.597675580920015e-19,8.874460971063348e-19,332.90661701004365,0.061413226770499596,176.04836212584954,2.2501866154687792e-05,2.250185760780693e-05,4999.999490863507,0.0001448630138624863,1.6871196915951336e-20,7.866067372626581e-18,0.0,5.350143904870481e-09,5.350143904870481e-09,0.29999999839495683,0.17999999903697408,0.9999999816007246,0.9999999839495685,0.9999999908003623,71.42857142857143,0.0,7.0
1.7886673319244433e-05,1.3721689608379645e-09,1.8728867872586268e-09,476.6816451154799,0.050807513458347456,243.21644312659006,1.7697541561078073e-05,1.7697534839023184e-05,4999.99959566311,0.00027466153300336583,3.768688798170544e-11,1.8652495446261554e-08,0.0,1.0181606219182656e-08,1.0181606219182656e-08,0.2999999969455181,0.17999999816731088,0.9999999649852083,0.9999999694551817,0.999999982492604,78.57142857142857,0.0,7.0
5.894959309482417,0.0005877087268843957,0.0004437228946899378,736.0216745882218,0.02289447225940353,361.8915725571301,4.276392878996621e-05,4.2763912546948756e-05,4999.999616578578,0.034246800524587305,1.2420569615600232e-05,0.0029364456393779596,0.0,1.3685387364465294e-05,1.3685387364465294e-05,0.29999589438379065,0.1799975366302744,0.9999529364546749,0.9999589443997735,0.9999764679504588,85.71428571428572,0.0,7.0
5955.677879038878,0.8084406435853996,0.1992983347613612,921.5036301680078,0.013723244045564255,447.4098184082922,3.034247000139605e-05,3.0342458476419656e-05,4999.997403274262,0.40786164811931047,0.012548502512257084,0.03550467272233855,0.0,0.01256356583623832,0.01256356583623832,0.2962309302491285,0.1777385581494771,0.9574923148234527,0.9627808489775839,0.9785153625893938,92.85714285714286,0.0,7.0
35.153148746866,0.0036580028973991372,0.002431211087001864,771.2249029469763,0.02632042742356665,383.18430849332924,1.1595954292189405e-05,1.159594988769961e-05,4999.998922745246,0.1410296629297141,7.406703054178277e-05,0.012290844791541324,0.0,7.927559946085288e-05,7.927559946085288e-05,0.2999762173201617,0.17998573039209703,0.9997273973181635,0.9997621920549812,0.9998636893687877,100.0,0.0,7.0
1.219846877106744e-08,3.912160358900692e-13,1.883830856099193e-12,86.00440143466973,0.2085650060690066,42.309623283984706,0.0009628387124638192,0.0009628386814055656,4999.996604659518,0.07040564219347299,2.5701946802423595e-14,1.7991066415207795e-11,0.0,2.6002518595225785e-06,2.6002518595225785e-06,0.2999992199244421,0.17999953195466528,0.9999910577006009,0.9999921992647054,0.9999955288403048,0.0,0.075,7.0
0.2506764461392038,9.154059461613716e-06,4.3151135427974466e-05,274.66528446946944,0.12096096174937694,133.77516761015002,6.759513755719435e-05,6.759512200859986e-05,4999.9990283057705,0.04110248832474912,5.281706092957928e-07,0.0008424216672854447,0.0,2.0461856051298643e-06,2.0461856051298643e-06,0.2999993861443184,0.17999963168659108,0.9999929631364776,0.9999938614557451,0.9999964815620491,7.142857142857143,0.075,7.0
14.876805767019455,0.0011665689377193143,0.0015336008917933085,505.7675991678582,0.04776492786080834,242.5973319929685,8.769971268340996e-05,8.769967967836364e-05,4999.998620355156,0.19558528382136608,3.1345153034356304e-05,0.01576179959979282,0.0,3.85685938990429e-05,3.85685938990429e-05,0.2999884294218303,0.17999305765309817,0.9998673683015608,0.9998842986808547,0.9999336819517386,14.285714285714286,0.075,7.0
18.931106124106453,0.0017973680177669192,0.0015298610231909947,600.7275017914459,0.02915246320593324,289.43084645147275,5.9466944663000056e-05,5.9466922084901946e-05,4999.999041411282,0.13026366040549633,3.988748847452623e-05,0.010739100723933177,0.0,4.4698442700592234e-05,4.4698442700592234e-05,0.2999865904671898,0.1799919542803139,0.9998462898792146,0.9998659106656612,0.9999231419860302,21.42857142857143,0.075,7.0
3.219486358059065,0.0002794325036627532,0.00029221884114695126,521.1590831989629,0.031207667566136958,257.1405496585383,3.066406558443704e-05,3.0664053937587466e-05,4999.999483248763,0.03016899303757776,6.7833978722168515e-06,0.002313230434645213,0.0,7.897612259394985e-06,7.897612259394985e-06,0.2999976307163222,0.1799985784297933,0.9999728401970961,0.9999763073503382,0.99998642000634,28.571428571428573,0.075,7.0
0.09974153620163508,8.337455836672526e-06,9.472213513982255e-06,495.6734555809509,0.03454363954731431,246.8495885767822,1.7768917330470767e-05,1.7768910581313656e-05,4999.999493309834,0.0027828864302497005,2.1015356152951922e-07,7.999595063127331e-05,0.0,3.12932334908028e-07,3.12932334908028e-07,0.29999990612029953,0.1799999436721797,0.9999989238185049,0.999999061203289,0.9999994619091077,35.714285714285715,0.075,7.0
17.80026953410215,0.0018236923847657458,0.001265716040398077,569.6011562256294,0.021903280518100914,279.0885918174795,4.419959982014561e-05,4.419958303181768e-05,4999.999327900145,0.07830232935914613,3.750483681356851e-05,0.006737481751465835,0.0,4.039673253620169e-05,4.039673253620169e-05,0.29998788098023915,0.17999272858814347,0.9998610819322543,0.9998788146980135,0.9999305385536809,42.85714285714286,0.075,7.0
11.851607134231633,0.0011523580123935352,0.0009162723535587225,494.9441796242962,0.02814346020011726,245.20989027206014,4.839645590183141e-05,4.8396437519411944e-05,4999.999364139637,0.06340775844332346,2.497111578542752e-05,0.005472617695794526,0.0,2.7312918729538615e-05,2.7312918729538615e-05,0.2999918061243811,0.1799950836746287,0.9999060735346197,0.9999180634817775,0.9999530356644855,50.0,0.075,7.0
0.000721463214828037,5.3715345883002475e-08,7.61736809473862e-08,348.587400445494,0.05388604870331281,180.06168616306263,2.284417025778482e-05,2.284416158088663e-05,4999.999449380793,0.00032259021644491927,1.5201095740308352e-09,6.66957713646791e-07,0.0,1.3434151911411274e-08,1.3434151911411274e-08,0.2999999959697544,0.17999999758185264,0.9999999537996249,0.9999999596975448,0.9999999768998122,57.142857142857146,0.075,7.0
1.26910072184638e-13,8.790178422487018e-18,1.403493543472484e-17,293.1380832713952,0.062419353081080306,156.20992067200308,2.5164345872929447e-05,2.5164336314759263e-05,4999.999422969269,0.00014596709823224603,2.673971614960222e-19,1.1512874370640704e-16,0.0,5.390920429810196e-09,5.390920429810196e-09,0.2999999983827239,0.17999999902963432,0.9999999814604937,0.999999983827239,0.9999999907302468,64.28571428571429,0.075,7.0
1.0164805503392741e-12,7.105941130988615e-17,1.1265639872811963e-16,332.9066169915435,0.061413226755180766,176.04836211725527,2.2501866176632945e-05,2.2501857629752074e-05,4999.9994908635035,0.0001448630139031957,2.1417056124686195e-18,9.985539685959985e-16,0.0,5.350143908498812e-09,5.350143908498812e-09,0.29999999839495683,0.17999999903697408,0.9999999816007246,0.9999999839495685,0.9999999908003623,71.42857142857143,0.075,7.0
