capsule_calcium_lactate_mol_m3,spore_density_rel,active_density_rel,lactate_mol_m3,oxygen_mol_m3,calcium_mol_m3,inorganic_carbon_mol_m3,hydrated_carbon_mol_m3,portlandite_mol_m3,calcite_mol_m3,csh_volume_fraction,biomass_carbon_mol_m3,ammonium_mol_m3,solid_fraction,healing_ratio,aperture_mm,porosity,permeability_ratio,transmissivity_ratio,sorptivity_ratio,x_mm,time_d
747.2168977656031,0.0983518095281303,0.028196376291804257,2119.0575784967073,0.0012366595054911361,1057.5518991898748,4.529689073328187e-06,4.529687352816982e-06,4999.998884563572,0.16540882630956685,0.0015743734813039672,0.014388875082410468,0.0,0.0015804824321002636,0.0015804824321002636,0.2995258552703699,0.17971551316222195,0.9945758161630112,0.9952660425299276,0.9972842203519572,76.0,7.0
3340.534023731837,0.4526857343939104,0.11252303728893663,2144.1348954289533,0.0006300238757917689,1067.9489943604501,4.796259970653042e-06,4.796258148890248e-06,4999.998728329637,0.1990639562648775,0.007038449205423131,0.017305163667777155,0.0,0.0070458011221332,0.0070458011221332,0.29788625966336,0.178731755798016,0.9759898337292395,0.9790111767970449,0.9879219775514864,78.0,7.0
5507.575828262335,0.7505012483234793,0.18124074351508207,2151.2358861843627,0.0004242802030764674,1070.3728178531835,4.675998791012974e-06,4.675997014928968e-06,4999.998701448619,0.2037413153672103,0.011604369971042946,0.01771133240291576,0.0,0.011611894634016018,0.011611894634016018,0.2965164316097952,0.1779098589658771,0.9606636451394955,0.9655672586863753,0.9801345035960602,80.0,7.0
3340.534023731837,0.45264137992640935,0.11257017754257177,2107.551727169357,0.0007634636047864367,1050.3476180794812,5.2788852035134224e-06,5.278883198435149e-06,4999.998710924211,0.20181759587389042,0.007038449205423131,0.017546393187120844,0.0,0.007045902820750242,0.007045902820750242,0.29788622915377494,0.17873173749226495,0.9759894903370471,0.9790108759853678,0.9879218037562726,82.0,7.0
747.2168977656031,0.09828970884899339,0.028263181554845522,2045.6908462576807,0.0016588423655471206,1022.3039383464661,4.882729736431531e-06,4.882727881824937e-06,4999.998858157473,0.17005919057427352,0.0015743734813039672,0.014796464244179209,0.0,0.0015806541813781696,0.0015806541813781696,0.2995258037455865,0.17971548224735193,0.9945752279317842,0.9952655289095754,0.9972839254353718,84.0,7.0
122.36727789324553,0.015347160582414022,0.005455183812568113,2004.165547776242,0.002289665415813662,1003.2785388431128,5.021796196615947e-06,5.021794289187758e-06,4999.999152739978,0.10439554482962853,0.00025782580382023454,0.009090170282954457,0.0,0.0002616813855382451,0.0002616813855382451,0.2999214955843385,0.1799528973506031,0.999100376802311,0.9992151612569086,0.9995500871903874,86.0,7.0
747.2168977655333,0.09823193240797663,0.028324840825639724,1992.0193699436381,0.0019479058909614253,997.2846502246125,6.041199800474218e-06,6.0411975058460915e-06,4999.998835401454,0.17390454742330502,0.0015743734813038232,0.01513305739493592,0.0,0.0015807961997715359,0.0015807961997715359,0.2995257611400685,0.17971545668404112,0.9945747415272956,0.995265104200283,0.9972836815707432,88.0,7.0
3340.5340236057327,0.45246648888239666,0.11275499609959166,1999.5864733780277,0.001074302498724171,1000.0607741239718,7.86265517647399e-06,7.862652190002708e-06,4999.998648573067,0.21164675132266134,0.007038449205157409,0.018406263547819667,0.0,0.007046265835133407,0.007046265835133407,0.29788612024945993,0.17873167214967597,0.9759882645954081,0.9790098022351299,0.9879211833923839,90.0,7.0
5507.5757443820985,0.750192371641747,0.1815666942664654,1987.8833046982102,0.0008221686978056023,994.3917449572424,7.730799098149927e-06,7.730796161761522e-06,4999.998593761747,0.22067753931201597,0.011604369794308601,0.0191919652315628,0.0,0.011612519953278848,0.011612519953278848,0.29651624401401633,0.1779097464084098,0.9606615587435072,0.9655654260436478,0.9801334392538127,92.0,7.0
3340.513498907529,0.45226244531717963,0.11296639132014163,1924.4219706840474,0.0016319155272731633,965.939180560875,1.0138641856935422e-05,1.013863800597642e-05,4999.998580309564,0.2223632908073833,0.007038405959962265,0.01934303354182509,0.0,0.007046618377840756,0.007046618377840756,0.29788601448664775,0.17873160869198865,0.9759870742131734,0.979008759459525,0.9879205809239796,94.0,7.0
745.3693119611565,0.0976832877538965,0.028579415298347226,1842.2257348432918,0.003754482577594292,929.3050407585469,9.1491340057095e-06,9.149130530595135e-06,4999.99871945608,0.19213333940266528,0.0015704806489768993,0.016727570526765264,0.0,0.0015775766011272537,0.0015775766011272537,0.2995267270196618,0.17971603621179708,0.9945857685038412,0.995274732514225,0.9972892100608736,96.0,7.0
61.183638946622764,0.007377054439784056,0.0030644715037146256,1780.1455350632884,0.005830068440389043,901.6612270339244,6.096873585875279e-06,6.096871270100587e-06,4999.999303101683,0.09198381306349343,0.00012891290191011727,0.008004376379359725,0.0,0.0001323100881461706,0.0001323100881461706,0.29996030697355613,0.1799761841841337,0.9995450604784348,0.9996031222511235,0.9997725043620848,98.0,7.0
1.8475858044438527,0.00020919952373974054,0.00010897421812574298,1748.55447205542,0.006928819382042091,887.5955427604092,5.447936535603591e-06,5.447934466314573e-06,4999.999831726541,0.0064428432576207235,3.8928323270635295e-06,0.0004859988147937117,0.0,4.130782219624843e-06,4.130782219624843e-06,0.2999987607653341,0.17999925645920045,0.9999857942153261,0.9999876077045312,0.9999928970824373,100.0,7.0
1.2470238802263154,8.392745545628468e-06,0.0005269033387717377,158.70965489716073,0.22173496239912055,75.09766759363856,0.005822219264989417,0.005822219245561028,4999.9955984512935,0.5123629142374541,6.52029074551525e-06,0.021964014481204067,0.0,2.5443100989423977e-05,2.5443100989423977e-05,0.29999236706970317,0.17999542024182189,0.9999125034433302,0.9999236726390694,0.9999562507646673,0.0,14.0
41.29575939697716,0.0021925153220072316,0.009512078788657893,476.37189976807053,0.15418200124715786,225.40299601788354,0.0015293688061734211,0.0015293687474903863,4999.984011061235,2.4964673481876534,0.00021592237493981757,0.20273923395404683,0.0,0.00030812299406576696,0.00030812299406576696,0.29990756310178024,0.17994453786106815,0.9989407810126831,0.9990759158078879,0.9994702501889103,2.0,14.0
503.08533945637987,0.06289231100493453,0.05456197308508634,794.5877841854887,0.06893535328528064,375.9294750217998,0.000590066615619095,0.0005900665158743717,4999.98388633848,2.527526951085441,0.0026304730286853127,0.20916819308063594,0.0,0.0027238207545895905,0.0027238207545895905,0.29918285377362314,0.17950971226417387,0.9906657593252728,0.9918507751261711,0.9953219375283923,4.0,14.0
2254.672067373881,0.32447514487247137,0.19359439940809967,1108.8287556352698,0.02095509848563197,524.7739866410415,0.00021606111614522907,0.00021606106355762447,4999.985713471575,2.24510769903655,0.011788962222921914,0.18682842093344515,0.0,0.011871879518037302,0.011871879518037302,0.2964384361445888,0.17786306168675328,0.9597964922703444,0.9648055127749771,0.979692039505448,6.0,14.0
3717.3258524072326,0.5481405766304794,0.3043281267272681,1394.1705361180498,0.00761593931752984,660.9234468836281,9.02291773415334e-05,9.022914998816819e-05,4999.988317462253,1.8361251526097866,0.019436713071698728,0.1529593272705665,0.0,0.01950452564532852,0.01950452564532852,0.2941486423064014,0.17648918538384087,0.934600203876399,0.9426202825871339,0.966747228533084,8.0,14.0
2254.68592047274,0.329403054022996,0.18799213201061982,1625.3014895979961,0.009705310057190726,773.010427074819,9.197445567742408e-05,9.197442236350922e-05,4999.990416687506,1.505716059490848,0.011789034656364225,0.12560536149838775,0.0,0.011844644417498783,0.011844644417498783,0.29644660667475037,0.17786796400485022,0.9598873044880666,0.964885291800123,0.9797383857377777,10.0,14.0
504.33236333655856,0.06910350558863958,0.04735909875970277,1822.6595588584794,0.023891139016243356,869.9062803438428,0.0001146559982472317,0.00011465595508040508,4999.992766022122,1.1315356770949674,0.0026369933194305907,0.09415072217994404,0.0,0.0026787836877552535,0.0026787836877552535,0.2991963648936734,0.17951781893620405,0.9908195600542965,0.991985157360236,0.995399196329943,12.0,14.0
82.59151879395432,0.009618081163616999,0.010020046639482135,2014.7713002111377,0.0319774411995738,964.2099328640232,7.314390994363543e-05,7.314388225247926e-05,4999.994742872101,0.803215887988961,0.00043184474987963513,0.06642605332475213,0.0,0.0004615094687946028,0.0004615094687946028,0.2998615471593616,0.17991692829561695,0.9984138076929691,0.9986161104682881,0.9992065890960533,14.0,14.0
504.3323633366062,0.0703261611759918,0.045892465524388415,2210.727506592883,0.019039673285535654,1059.9721961856808,7.884337808684073e-05,7.884334816146383e-05,4999.994487196807,0.8609650636338785,0.0026369933194308366,0.07213355104892653,0.0,0.0026687908560461197,0.0026687908560461197,0.29919936274318615,0.1795196176459117,0.9908536878261472,0.9920149757574466,0.9954163389387113,16.0,14.0
2254.6859205578553,0.33370163344871806,0.1830942139433577,2406.763285007427,0.006186961892401096,1155.5937914119586,4.7957958456507745e-05,4.7957940245784336e-05,4999.994606783306,0.8470260111699451,0.011789034656809293,0.07144921729098938,0.0,0.011820317390269576,0.011820317390269576,0.2964539047829191,0.17787234286975148,0.9599684255527161,0.9649565560052098,0.9797797842131242,18.0,14.0
3717.325909021985,0.5559193186114115,0.29556199074107936,2578.0656175970676,0.0023617207381639123,1240.115130400588,2.5010982742246006e-05,2.5010973243534462e-05,4999.995225968908,0.7500828147770866,0.019436713367719537,0.06344533240154948,0.0,0.01946441575283921,0.01946441575283921,0.29416067527414824,0.17649640516448895,0.9347312954710815,0.9427359688269806,0.9668150265025267,20.0,14.0
2254.6859205578553,0.33490853244288665,0.18171343467390977,2701.145189318723,0.003246971251094196,1303.004810456496,3.003207224838262e-05,3.0032060841587275e-05,4999.995813155608,0.6573851078504594,0.011789034656809293,0.05574947643079221,0.0,0.011813313489853912,0.011813313489853912,0.29645600595304383,0.1778736035718263,0.9599917817625013,0.964977074057679,0.9797917032525338,22.0,14.0
504.3323633366062,0.07188290129603608,0.0440313647229362,2797.922606462298,0.007867396067905536,1353.817539864616,3.292146445717422e-05,3.29214519526855e-05,4999.996607358466,0.5266227786880872,0.0026369933194308366,0.04466816158744807,0.0,0.002656442781197728,0.002656442781197728,0.29920306716564066,0.1795218402993844,0.9908958605086585,0.9920518229754677,0.9954375221522738,24.0,14.0
82.59151879395432,0.010729051084812582,0.00852598508023818,2896.4775020613733,0.009768207917429363,1404.9757197563797,1.826986315664756e-05,1.8269856217223726e-05,4999.997446000437,0.3760824279715534,0.00043184474987963513,0.03180146853923471,0.0,0.0004457343898649289,0.0004457343898649289,0.2998662796830405,0.1799197678098243,0.9984679947472126,0.998663392779286,0.9992337037686492,26.0,14.0
504.3323633366062,0.07221715510143879,0.04363573100434864,3005.075563215293,0.005984598525935422,1460.1811468115136,2.2027626893304555e-05,2.2027618526557715e-05,4999.997040108744,0.45817140603065104,0.0026369933194308366,0.03911876774884837,0.0,0.0026539147052973494,0.0026539147052973494,0.2992038255884108,0.17952229535304648,0.9909044948751667,0.9920593669816772,0.9954418591134124,28.0,14.0
2254.6859205578553,0.3360075421992568,0.18045659234390107,3119.1988861936597,0.0019477971048938864,1517.4845144427038,1.453944365884644e-05,1.4539438136332363e-05,4999.9969162241805,0.48398584484887003,0.011789034656809293,0.041497082230993,0.0,0.011806909432770475,0.011806909432770475,0.29645792717016883,0.1778747563021013,0.9600131380234422,0.9649958351128508,0.979802601559846,30.0,14.0
3717.325909021985,0.5578876233996009,0.29332919923128814,3213.7005438070655,0.0007410190718933662,1565.7834868314676,7.668238993470052e-06,7.668236080844054e-06,4999.997067180291,0.460649098831331,0.019436713367719537,0.03957880774342703,0.0,0.019453726260815412,0.019453726260815412,0.29416388212175537,0.17649832927305323,0.9347662343886568,0.9427668014004493,0.9668330954144344,32.0,14.0
2254.6859205578553,0.336315153905354,0.18010236249570885,3265.960574061657,0.001024887459874866,1594.9866141967352,9.329819487166157e-06,9.329815943422096e-06,4999.997239271703,0.4332039028088267,0.011789034656809293,0.03729048589482191,0.0,0.011805033931975357,0.011805033931975357,0.29645848982040734,0.17787509389224443,0.9600193925145842,0.9650013295468078,0.9798057932644532,34.0,14.0
504.3323633366062,0.07263139900840711,0.04314205139163747,3298.4906229150574,0.0025043077817819745,1614.9663873206423,1.0077602913690753e-05,1.0077599085916172e-05,4999.9975903239865,0.370782479787901,0.0026369933194308366,0.03194693771539961,0.0,0.002650687219422085,0.002650687219422085,0.29920479383417337,0.179522876300504,0.9909155180823509,0.9920689981458326,0.9954473959393088,36.0,14.0
82.59151879395395,0.01107706409353982,0.008076933536688168,3338.7193680063388,0.003146857213729603,1637.8779849611412,5.610405072507752e-06,5.610402941508333e-06,4999.998144389536,0.2634875161330097,0.0004318447498796331,0.02267738095175311,0.0,0.00044157598555433897,0.00044157598555433897,0.2998675272043337,0.1799205163226002,0.9984822791454165,0.9986758569252873,0.9992408514194245,38.0,14.0
504.33236333660227,0.07271910340749536,0.043038210755299205,3394.08004507215,0.0019692841244257505,1667.0603699743203,7.179575575250435e-06,7.179572848233189e-06,4999.997701983471,0.3527581582913196,0.002636993319430817,0.03048693545706225,0.0,0.0026500215373323256,0.0026500215373323256,0.2992049935388003,0.17952299612328018,0.990917791675176,0.9920709846203694,0.9954485379341195,40.0,14.0
2254.68592055785,0.3365958615918702,0.17977979771786823,3459.327676067027,0.000649559717220795,1700.2399469125082,5.104930389687013e-06,5.104928450681975e-06,4999.997531844983,0.38721259828381666,0.01178903465680926,0.03351051529523795,0.0,0.011803335361090874,0.011803335361090874,0.2964589993916727,0.17787539963500362,0.9600250569996446,0.9650063056680256,0.9798086838764212,42.0,14.0
3717.325909021985,0.5583895059054745,0.29275676734263434,3508.8741184638866,0.00026147599282172934,1726.1287283299787,3.600176620106568e-06,3.6001752526519556e-06,4999.997558301235,0.3833916671347443,0.019436713367719537,0.03320674208065019,0.0,0.019450872955708225,0.019450872955708225,0.2941647381132875,0.17649884286797252,0.9347755606661128,0.9427750315346991,0.9668379185086364,44.0,14.0
2254.6859205578617,0.3366750887055564,0.17968825646804443,3520.3730510526566,0.000400647630195622,1734.8105797647781,3.775927356797874e-06,3.7759259225878823e-06,4999.997617134468,0.3737948433066398,0.011789034656809338,0.03239929141097867,0.0,0.011802839810721718,0.011802839810721718,0.2964591480567835,0.1778754888340701,0.9600267095922723,0.9650077574320962,0.9798095272001963,46.0,14.0
504.33236333660875,0.07282712386844059,0.0429092985204353,3516.446038281115,0.001030273361174605,1736.2564691940747,4.306219972779593e-06,4.306218337148626e-06,4999.997843214087,0.3297539949977342,0.0026369933194308522,0.028600216636045162,0.0,0.002649171937557029,0.002649171937557029,0.2992052484187329,0.17952314905123973,0.9909206934323166,0.992073519931008,0.995449995445435,48.0,14.0
82.59151879395432,0.011172549631849603,0.007954949510501456,3523.9450617594207,0.0013698572953746366,1742.372735248951,3.388049262082599e-06,3.3880479752002933e-06,4999.99831894287,0.2339404852042034,0.00043184474987963513,0.020285222213365445,0.0,0.00044048474174258147,0.00044048474174258147,0.2998678545774772,0.17992071274648633,0.998486027666767,0.9986791277697293,0.9992427271022627,50.0,14.0
504.33236333660227,0.07284951614129236,0.04288274282524628,3549.660640890854,0.0008906843894725689,1756.2080596329295,3.6387567336482596e-06,3.638755351539768e-06,4999.997870793602,0.3250921157834315,0.002636993319430817,0.028223455435556877,0.0,0.0026489997630039556,0.0026489997630039556,0.2992053000710988,0.17952318004265927,0.9909212814849703,0.9920740337216609,0.9954502908156541,52.0,14.0
2254.68592055785,0.3367462231449592,0.17960630832144936,3587.793593283303,0.00030275304327013667,1775.236280367846,3.0435312325783003e-06,3.043530076554233e-06,4999.997692490714,0.361893218116511,0.01178903465680926,0.0314227301682669,0.0,0.011802400254717859,0.011802400254717859,0.2964592799235846,0.17787556795415077,0.9600281754531522,0.9650090451563256,0.9798102752335026,54.0,14.0
3717.325909021985,0.5585165372201027,0.29261148971880596,3612.379786489353,0.00013578751777484075,1788.0058454371733,2.8972752452944986e-06,2.8972741448228235e-06,4999.997684106896,0.3633782531679621,0.019436713367719537,0.03155873443763477,0.0,0.019450133811589276,0.019450133811589276,0.2941649598565232,0.17649897591391392,0.9347779766347736,0.9427771635456084,0.9668391679254484,56.0,14.0
2254.6859205578617,0.33676450915075057,0.17958509033335457,3601.110619638089,0.00024243681724217309,1784.6538631856818,2.8917408470068138e-06,2.891739748637268e-06,4999.997712694324,0.35868092964616355,0.011789034656809338,0.031158338498831636,0.0,0.011802281617081443,0.011802281617081443,0.2964593155148756,0.17787558930892533,0.9600285710941985,0.9650093927176011,0.979810477130245,58.0,14.0
504.33236333660875,0.07287444110053394,0.042852847490477144,3576.580097129314,0.0006629567491500879,1775.1691526358788,2.9946697166307238e-06,2.9946685791657185e-06,4999.997902930285,0.31958264142832926,0.0026369933194308522,0.027774891239841493,0.0,0.0026487962846981484,0.0026487962846981484,0.29920536111459056,0.17952321666875432,0.9909219764541979,0.9920746409269018,0.9954506398883863,60.0,14.0
82.59151879395482,0.011194972179500535,0.007926211040844186,3565.251713651747,0.0009391011593404138,1771.281157294965,2.9039470165973418e-06,2.9039459135915283e-06,4999.998360671773,0.22684425465647115,0.00043184474987963757,0.019715483371643135,0.0,0.00044022266066612347,0.00044022266066612347,0.29986793320180016,0.1799207599210801,0.9984869279405882,0.9986799133206611,0.9992431775802065,62.0,14.0
504.3323633366062,0.07287730962826765,0.042849317409971034,3573.502684440001,0.0006382497524617459,1775.8437245923724,2.8978978475435764e-06,2.897896746835418e-06,4999.997907164897,0.3188079555401858,0.0026369933194308366,0.027715355654189634,0.0,0.002648767673661595,0.002648767673661595,0.2992053696979015,0.17952322181874092,0.9909220741736866,0.9920747263059072,0.995450688971426,64.0,14.0
2254.6859205578553,0.33677394177109876,0.1795739323167414,3595.1775741127494,0.00022517553953141852,1786.1626897131923,2.8586283488977977e-06,2.858627263105368e-06,4999.997724927458,0.3567141301860788,0.011789034656809293,0.0310033640107587,0.0,0.011802208978387345,0.011802208978387345,0.2964593373064838,0.17787560238389027,0.9600288133348311,0.9650096055202393,0.979810600746303,66.0,14.0
3717.325909021985,0.5585339095960731,0.29259107339781176,3604.0675964885577,0.00011358612719630888,1790.6757424599903,2.8509900447481857e-06,2.850988961857012e-06,4999.997704353177,0.36008630930486735,0.019436713367719537,0.03129768598587165,0.0,0.01945001223208513,0.01945001223208513,0.29416499633037446,0.17649899779822467,0.9347783740303518,0.9427775142337222,0.96683937343819,68.0,14.0
2254.6859205578553,0.33676872023504617,0.17957964623441844,3577.896496567168,0.00023065211568309217,1779.5523385413665,2.8773179375332523e-06,2.877316844641958e-06,4999.9977219846505,0.35718536527542116,0.011789034656809293,0.031048788093249513,0.0,0.011802226382246851,0.011802226382246851,0.29645933208532593,0.17787559925119556,0.9600287552952107,0.9650095545338131,0.9798105711285272,70.0,14.0
504.3323633366062,0.07286977792921027,0.04285768829006521,3539.285079033689,0.0006587589806239785,1762.8049431383238,2.958921849402364e-06,2.958920725515466e-06,4999.997902552858,0.3195945441598369,0.0026369933194308366,0.027792826918295693,0.0,0.0026487967242949956,0.0026487967242949956,0.2992053609827115,0.1795232165896269,0.9909219749527776,0.9920746396150885,0.9954506391342454,72.0,14.0
82.59151879395432,0.01118878820118015,0.007933370637364696,3514.500363566576,0.0009776575018823916,1752.06645820362,2.9602649120512604e-06,2.9602637876542274e-06,4999.998354770325,0.2277141103273031,0.00043184474987963513,0.01980534976936594,0.0,0.00044025478655451255,0.00044025478655451255,0.29986792356403363,0.17992075413842018,0.9984868175850244,0.9986798170278356,0.9992431223606317,74.0,14.0
504.3323633366062,0.07285868937411513,0.04287026295274437,3509.7020943934795,0.0006982906440998552,1750.0821307333204,3.1185059900744692e-06,3.118504805572748e-06,4999.997893877357,0.32112291409579075,0.0026369933194308366,0.027928662140969635,0.0,0.00264885317071896,0.00264885317071896,0.2992053440487843,0.17952320642927058,0.9909217821630112,0.9920744711717286,0.9954505422988181,76.0,14.0
2254.6859205578553,0.33673511968346703,0.1796170786828837,3518.5525388547417,0.0002585106150250203,1754.0669332397993,2.9585454802431454e-06,2.958544356499203e-06,4999.997697230539,0.36113468715584607,0.011789034656809293,0.031398333493915506,0.0,0.01180237224032217,0.01180237224032217,0.2964592883279033,0.177875572996742,0.9600282688774976,0.9650091272273993,0.9798103229082135,78.0,14.0
3717.325909021985,0.5584757690310623,0.2926553669613866,3514.7451866603183,0.00014931271855752538,1752.4094006858716,2.9677308067448297e-06,2.967729679512027e-06,4999.9976626993575,0.36678391547994127,0.019436713367719537,0.03188957614632692,0.0,0.01945025959099269,0.01945025959099269,0.2941649221227022,0.1764989532736213,0.9347775655115106,0.9427768007432523,0.966838955313402,80.0,14.0
2254.6859205578553,0.3366947429845542,0.17966233582610724,3476.1411296819406,0.0003406560923915775,1735.3412847093934,3.171205191761388e-06,3.1712039872429367e-06,4999.9976651550205,0.3662061631999931,0.011789034656809293,0.03184240869803786,0.0,0.011802559542283677,0.011802559542283677,0.2964592321373149,0.17787553928238894,0.9600276442500865,0.9650085785069924,0.9798100041590138,82.0,14.0
504.3323633366062,0.0728014048827135,0.04293583224956101,3425.5127166152743,0.0010078765049999375,1712.9384186642685,3.999929535132738e-06,3.999928015840029e-06,4999.997842433207,0.3297261987705586,0.0026369933194308366,0.028682922785188254,0.0,0.002649170910974648,0.002649170910974648,0.2992052487267076,0.17952314923602455,0.990920696938551,0.9920735229944592,0.9954499972065654,84.0,14.0
82.59151879395432,0.011141128785443497,0.00799118455594061,3389.0916364358955,0.001562720374611278,1696.8052594864503,3.646518376404731e-06,3.6465169913481357e-06,4999.998290056612,0.23820303945316143,0.00043184474987963513,0.020727387683078073,0.0,0.0004406421682521239,0.0004406421682521239,0.29986780734952434,0.17992068440971462,0.9984854868917901,0.9986786559062474,0.9992424565098252,86.0,14.0
504.33236333655856,0.07275013710357339,0.04299370190762507,3372.978127827043,0.0011922477904270513,1689.647251402831,4.93150687665341e-06,4.931505003519801e-06,4999.997800400088,0.33660183407982713,0.0026369933194305907,0.029284932407201054,0.0,0.002649424844931463,0.002649424844931463,0.29920517254652057,0.17952310352791234,0.9909198296416591,0.9920727652237219,0.9954495615759038,88.0,14.0
2254.68592047274,0.3365398092353552,0.1798343457056729,3370.803989257865,0.0004724053037372098,1688.6537657261379,4.372964872204764e-06,4.372963211222092e-06,4999.997552280913,0.3839786381341818,0.011789034656364225,0.03339692114364062,0.0,0.011803215922621447,0.011803215922621447,0.29645903522321354,0.17787542113392812,0.9600254553103901,0.9650066555747624,0.9798088871358486,90.0,14.0
3717.3258524072326,0.5582049917705685,0.29295460797046213,3356.3086470123562,0.00032540741191306474,1682.2222606906616,3.9657024023085445e-06,3.965700896016322e-06,4999.9974723769565,0.3969263577948315,0.019436713071698728,0.03452371092056789,0.0,0.01945137252877621,0.01945137252877621,0.29416458824136715,0.1764987529448203,0.9347739277627616,0.942773590552003,0.9668370740526874,92.0,14.0
2254.672067373881,0.33635898590074664,0.18003140632861922,3307.5966490339397,0.0008382888743864048,1660.679447769203,5.98938363905518e-06,5.989381364108379e-06,4999.997423770988,0.4041656436647507,0.011788962222921914,0.03516056357600596,0.0,0.011803889044457304,0.011803889044457304,0.2964588332866628,0.1778752999719977,0.9600232105439658,0.9650046835992826,0.979807741622797,94.0,14.0
503.08533945637987,0.0722977870450318,0.04319452047455398,3247.679346803496,0.002600189770883346,1634.1922178821083,8.158166223405375e-06,8.15816312469017e-06,4999.997576688664,0.3717709938527715,0.0026304730286853127,0.03236015004145544,0.0,0.002644203436908428,0.002644203436908428,0.29920673896892747,0.17952404338135647,0.9909376631769987,0.9920883466369492,0.9954585190639531,96.0,14.0
41.29575939697716,0.005239090813829906,0.00443083638114089,3202.9021155132255,0.004655233030648882,1614.4002713972632,4.323210481488133e-06,4.323208839403664e-06,4999.99844411847,0.22554151741038528,0.00021592237493981757,0.019627762344637374,0.0,0.0002242521724670875,0.0002242521724670875,0.29993272434825985,0.17995963460895592,0.9992290156488995,0.9993273943384318,0.9996144334936844,98.0,14.0
1.2470238802263154,0.00013733469487307688,0.00016573553083610028,3180.1402515036652,0.005760424936493914,1604.3403578963048,3.4694973254661675e-06,3.469496007647454e-06,4999.999726093212,0.019641921599409487,6.520290745515251e-06,0.0015669211825396915,0.0,7.245714746595671e-06,7.245714746595671e-06,0.299997826285576,0.1799986957713456,0.9999750820444983,0.9999782630132609,0.999987540944635,100.0,14.0
0.8416759611592727,1.2011609149788486e-06,0.0008136125256201006,160.28147284503757,0.22079939976843072,75.6228526944004,0.0058235178827294376,0.0058235178628057655,4999.992443317855,0.9685426770819419,8.293687891433565e-06,0.05017887385305411,0.0,4.406432776849357e-05,4.406432776849357e-05,0.29998678070166945,0.17999206842100166,0.999848470364816,0.9998678128416039,0.9999242323120368,0.0,21.0
27.87247985655632,0.0012492098702820897,0.010773408389485508,480.8341316930351,0.15102603435182801,226.87584182298184,0.0015373627394220646,0.0015373626777250575,4999.974998231287,3.9133499387102693,0.0002746492229291581,0.31865758686207096,0.0,0.0004191787668334758,0.0004191787668334758,0.2998742463699499,0.17992454782196995,0.9985592177480439,0.9987429907583609,0.999279349205238,2.0,21.0
339.55631752235627,0.04512586405198815,0.06343888776433225,801.5021877119315,0.06354563489765895,378.18625829529236,0.0005758081354090399,0.0005758080410817396,4999.975268412344,3.8823213322938863,0.003345912499646663,0.32164030786310044,0.0,0.0034892960815482,0.0034892960815482,0.2989532111755355,0.17937192670532132,0.9880544283437169,0.9895685948339566,0.9940092697473786,4.0,21.0
1521.7858370614883,0.23981965432960092,0.23439660753115166,1120.0996949250978,0.017939369386169975,528.7265925679592,0.00019213673179614276,0.0001921366882552686,4999.978577714875,3.3668659805788796,0.014995339480538597,0.2801451431764619,0.0,0.015119686040948781,0.015119686040948781,0.29546409418771535,0.17727845651262922,0.9490133800345013,0.9553233001606783,0.9741731776406602,6.0,21.0
2509.0007171308143,0.4066158819303135,0.37287873627218165,1420.0077205422945,0.006013380666497939,671.176875859808,7.064293212436778e-05,7.064291217268213e-05,4999.982664862354,2.724724376396199,0.02472313553853302,0.2268712649211975,0.0,0.024823766245613436,0.024823766245613436,0.292552870126316,0.17553172207578957,0.9173374613276407,0.927362062489398,0.9577773547790952,8.0,21.0
1521.795187179381,0.24416026404407332,0.22908105223709557,1681.129431358697,0.00762419008275812,796.4584200768646,7.383907435654536e-05,7.383904791475633e-05,4999.98568514945,2.2495082126689816,0.014995431614522667,0.18761871498376984,0.0,0.015078511431323618,0.015078511431323618,0.2954764465706029,0.17728586794236173,0.9491495110210814,0.9554431219539006,0.9742430451489409,10.0,21.0
340.3979934834824,0.05069154492846622,0.05623059537084148,1914.8586206275554,0.021070376148854004,909.4300764010275,0.0001111483533451611,0.00011114831150596763,4999.989058656471,1.7143263527438168,0.003354206187537785,0.14271851756965015,0.0,0.0034175204348567646,0.0034175204348567646,0.298974743869543,0.17938484632172577,0.9882990618902766,0.9897824371184526,0.9941323160878921,12.0,21.0
55.74495971311264,0.006792700092391295,0.011551307778444205,2141.0152498231027,0.030119236933003744,1018.8696973648086,7.546805302448497e-05,7.54680244494033e-05,4999.992017411432,1.231650168303496,0.0005492984458583162,0.10196351393245039,0.0,0.0005947862861645801,0.0005947862861645801,0.2998215641141506,0.17989293846849036,0.9979560932613946,0.9982167022432669,0.9989775239020118,14.0,21.0
340.3979934835154,0.05178549273611174,0.05478052425179422,2366.827282579521,0.016988581398972656,1128.035980251864,7.852700741021466e-05,7.852697760473108e-05,4999.99167900238,1.3024057015356705,0.0033542061875381024,0.109158748933904,0.0,0.0034023072020063793,0.0034023072020063793,0.2989793078393981,0.17938758470363886,0.9883509191475116,0.9898277660928032,0.9941583974133658,16.0,21.0
1521.795187236831,0.2479241385629425,0.22445661062115763,2590.7828876536078,0.00498589071832629,1236.3648907806876,3.877840127038557e-05,3.8778386546260394e-05,4999.991995555852,1.2575014405277714,0.014995431615088803,0.10603927099963208,0.0,0.015041874205837127,0.015041874205837127,0.29548743773824887,0.17729246264294932,0.949270652927117,0.9555497479772938,0.9743052154879994,18.0,21.0
